Title,Published_date,Views,Likes,Dislikes,Comments
#BelieveMovie - #Perspective,2013-11-22T16:41:51Z,767876,42805,0,1835
Justin Bieber's Believe - Theatrical Trailer,2013-11-16T17:59:23Z,1916666,71609,0,4561
Justin Bieber - All Bad (Official Lyric Video),2013-11-14T23:00:00Z,4663890,99057,0,4153
Justin Bieber - All Bad,2013-11-11T06:00:01Z,14058701,181959,0,10132
#BelieveMovie - #MyBeliebers,2013-11-09T00:24:43Z,922573,56979,0,3707
Justin Bieber - Bad Day (Official Audio),2013-11-04T06:00:01Z,20398171,255807,0,18243
BELIEVE TOUR CREW - PUSH IT,2013-11-02T02:52:08Z,1550642,67120,0,7793
Justin Bieber - Recovery (Official Lyric Video),2013-11-01T22:00:01Z,3706856,91205,0,3967
Guatemala Video Confession: Giving is the best.,2013-10-28T12:33:44Z,1755083,98051,0,13185
Justin Bieber - Recovery (Audio),2013-10-28T05:00:00Z,22731123,249046,0,16768
Justin Bieber - Hold Tight (Official Lyric Video),2013-10-25T17:00:01Z,16951274,258707,0,10977
#BelieveMovie - #Advice,2013-10-25T13:57:25Z,1086371,48308,0,3993
Justin Bieber - Hold Tight (Official Audio),2013-10-21T05:00:01Z,36911057,360806,0,22846
#BelieveMovie - #Smile,2013-10-18T14:32:09Z,1698123,67842,0,4506
Justin Bieber - All That Matters (Official Lyric Video),2013-10-18T01:00:00Z,6107037,118192,0,6789
All That Matters (great wall of china viral) ft. The Camel,2013-10-17T18:02:10Z,2432950,112945,0,11046
Justin Bieber - All That Matters (Official Audio),2013-10-13T16:00:01Z,50288058,532609,0,42748
#BelieveMovie - #Stache,2013-10-11T20:06:14Z,1660318,62947,0,6829
Justin Bieber - Heartbreaker (Official Audio),2013-10-10T22:00:02Z,68390242,636826,0,43456
The Key,2013-07-15T19:44:53Z,3683354,98081,0,20446
Justin Bieber - All Around The World (Official) ft. Ludacris,2013-04-12T16:10:16Z,85237740,774182,0,111960
Justin Bieber - Right Here ft. Drake (Official Lyric Video),2013-02-26T16:32:22Z,17144131,218334,0,18347
Justin Bieber - I Would (Audio),2013-01-29T08:04:44Z,12702906,128168,0,10012
Justin Bieber - Yellow Raincoat (Audio),2013-01-29T08:04:44Z,7393680,90220,0,7126
Justin Bieber - Nothing Like Us (Audio),2013-01-29T08:04:44Z,42210698,497300,0,39152
Justin Bieber - Take You (Acoustic) (Official Audio),2013-01-29T08:04:44Z,11357116,108392,0,6763
Justin Bieber - She Don't Like The Lights (Acoustic) (Official Audio),2013-01-29T08:04:44Z,9853776,100550,0,5945
Justin Bieber - Beauty And A Beat (Acoustic) (Audio),2013-01-29T08:04:05Z,12347292,117950,0,6324
Justin Bieber - Fall (Live) (Official Audio),2013-01-29T08:04:05Z,6324767,68324,0,4012
Justin Bieber - As Long As You Love Me (Acoustic) (Official Audio),2013-01-29T08:04:05Z,19212868,177092,0,8615
Justin Bieber - Boyfriend (Acoustic) (Audio),2013-01-29T08:04:05Z,14342494,139194,0,6570
Justin Bieber - Be Alright (Acoustic) (Audio),2013-01-29T08:04:05Z,7741677,83306,0,5010
Justin Bieber - All Around The World (Acoustic) (Official Audio),2013-01-29T08:04:05Z,5821913,57488,0,2679
Justin Bieber - Boyfriend (Acoustic) (Live),2013-01-29T08:03:52Z,25426968,296355,0,13557
Justin Bieber - All Around The World (Acoustic) (Live),2013-01-28T16:40:07Z,9862052,110400,0,6308
Justin Bieber - As Long As You Love Me (Acoustic) (Live),2013-01-25T16:40:07Z,38863571,386989,0,23488
TAKE YOU - Acoustic - 6 Years of Kidrauhl,2013-01-18T18:38:28Z,10946891,246091,0,34868
GIRLFRIEND Fragrance Commercial -  Justin Bieber - TEASER #3,2012-11-06T00:16:17Z,2909714,55039,0,5508
Justin Bieber - Beauty And A Beat ft. Nicki Minaj,2012-10-12T15:55:06Z,1043398364,6406804,0,583706
Justin Bieber - As Long As You Love Me ft. Big Sean,2012-08-01T12:00:14Z,500161826,3708249,0,364173
"Sneak Peek - ""As Long As You Love Me"" Video Clip - JUSTIN BIEBER",2012-07-27T16:47:07Z,3697327,57862,0,13395
Huge Announcement about the BELIEVE TOUR!!,2012-07-03T21:29:02Z,583076,20339,0,3073
Justin Bieber - Fuse Interview,2012-06-27T19:57:09Z,2315446,24435,0,1890
Justin Bieber - Fuse Interview,2012-06-27T19:57:08Z,1078983,19278,0,768
Justin Bieber and Jimmy Fallon - YouTube Presents,2012-06-22T17:56:32Z,4038341,70066,0,11486
TONIGHT on NBC at 8pm - BIEBER on NBC,2012-06-20T23:06:52Z,448074,10009,0,718
BIEBER NBC SPECIAL starts TONIGHT and TOMORROW at 8pm,2012-06-19T17:05:26Z,693386,13475,0,1264
Justin Bieber - Right Here ft. Drake (Official Audio),2012-06-18T15:40:08Z,14393136,124344,0,10700
Justin Bieber - Fall (Official Audio),2012-06-18T15:40:07Z,38924513,287198,0,18193
Justin Bieber - Be Alright (Audio),2012-06-18T15:40:07Z,32610000,287574,0,18169
Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Audio),2012-06-18T15:40:07Z,42373977,270768,0,19894
Justin Bieber - One Love (Official Audio),2012-06-18T15:40:07Z,13755089,127677,0,7787
Justin Bieber - Catching Feelings (Official Audio),2012-06-18T15:40:07Z,10783874,102013,0,5547
Justin Bieber - Thought Of You (Audio),2012-06-18T15:40:07Z,12879827,136769,0,7770
Justin Bieber - Take You (Audio),2012-06-18T15:40:07Z,22498869,198584,0,11095
Justin Bieber - Believe (Official Audio),2012-06-18T15:40:07Z,23531488,239603,0,20418
Justin Bieber - Die In Your Arms (Official Audio),2012-06-18T15:40:07Z,26680416,233017,0,14991
Making of BELIEVE - Beauty and the Beat,2012-06-17T18:49:19Z,1767711,48131,0,2863
Making of BELIEVE - Thought of You,2012-06-16T16:43:20Z,1009824,29939,0,2820
Ask Justin: YouTube Presents Interview,2012-06-15T19:03:32Z,1490486,25592,0,8562
Making of BELIEVE - Catching Feelings,2012-06-15T18:10:27Z,1109618,28207,0,2069
Justin Bieber - #VEVOCertified The Fans,2012-06-15T15:40:08Z,1421822,30094,0,2242
Justin Bieber - #VEVOCertified Fan Favorite Videos,2012-06-15T15:40:08Z,381040,12144,0,470
Making of BELIEVE - Dance Rehearsals,2012-06-14T17:06:53Z,2723023,59694,0,8204
Making of BELIEVE Webisode - As Long As You Love Me,2012-06-13T06:11:27Z,1641235,38102,0,4644
Justin Bieber - As Long As You Love Me ft. Big Sean (Official Audio),2012-06-12T15:55:07Z,66830828,437489,0,43879
Justin Bieber - #VEVOCertified The Artist,2012-06-12T15:40:07Z,393490,16526,0,877
Justin Bieber - #VEVOCertified Baby (Fan Lip Sync Version),2012-06-12T15:40:07Z,878970,21494,0,1164
Justin Bieber - #VEVOCertified Award Presentation,2012-06-12T15:40:07Z,1822886,31365,0,2720
Justin Bieber - #VEVOCertified One Time (Video Commentary),2012-06-12T15:40:07Z,1907311,30364,0,1739
Justin Bieber - #VEVOCertified Making Music Videos,2012-06-12T15:40:07Z,1803316,21705,0,926
Justin Bieber - #VEVOCertified Somebody To Love (Video Commentary),2012-06-12T15:40:07Z,1113301,25742,0,972
me to you backstage in mexico,2012-06-12T08:48:19Z,2387192,65887,0,13222
Justin Bieber - #VEVOCertified Baby (Video Commentary),2012-06-12T05:54:01Z,2026751,34208,0,2304
Justin Bieber - All Around The World (Lyric Video) ft. Ludacris,2012-06-08T18:45:26Z,49774965,417836,0,28011
Justin Bieber - Boyfriend (Behind The Scenes),2012-06-05T07:00:09Z,2513839,43972,0,2203
Die In Your Arms- Available Now!,2012-05-29T20:43:10Z,1451624,24098,0,2393
Justin Bieber - Boyfriend,2012-05-03T23:50:06Z,872085732,5734450,0,632875
BOYFRIEND Video 45 second clip - SINGLE ON ITUNES NOW,2012-04-18T16:05:28Z,2462411,40559,0,9555
#3 BOYFRIEND Video Teaser - SINGLE ON ITUNES NOW,2012-04-09T21:16:32Z,2700406,25889,0,5179
Justin Bieber - BOYFRIEND - Video Teaser #2 - SINGLE ON ITUNES NOW,2012-04-03T20:02:07Z,4328647,38238,0,7351
Justin Bieber - BOYFRIEND - Video Teaser - SINGLE ON ITUNES NOW,2012-03-30T23:30:39Z,16742209,88529,0,28733
Justin Bieber - Boyfriend (Official Audio),2012-03-27T20:06:38Z,59103026,372629,0,70185
BOYFRIEND - Behind the scenes - On ITUNES NOW,2012-03-26T03:51:16Z,3795543,49003,0,5832
BOYFRIEND - Teaser - Song out MONDAY MARCH 26th,2012-03-24T17:13:40Z,1910801,27791,0,4739
BOYFRIEND - 15 second preview - single out MONDAY MARCH 26th,2012-03-23T23:37:33Z,1302015,17543,0,3312
10 Seconds of BOYFRIEND - Full Song out MONDAY March 26th,2012-03-23T01:54:03Z,949836,14846,0,2778
"Ellen Singing ""Boyfriend""",2012-03-20T18:10:55Z,1298777,25543,0,1602
Justin Bieber - Fa La La (a cappella) ft. Boyz II Men,2011-12-14T08:00:00Z,9255459,152021,0,10512
Justin Bieber - Santa Claus Is Coming To Town (Arthur Christmas Version),2011-12-06T08:00:00Z,81826659,627481,0,36337
All I Want For Christmas Is You (SuperFestive!) (Shazam Version),2011-12-01T02:55:00Z,221438370,1697209,0,107842
Justin Bieber - Fa La La ft. Boyz II Men (Official Music Video),2011-11-23T08:00:00Z,49778766,462162,0,46439
Justin Bieber - Santa Claus Is Coming To Town (Animagic Version),2011-11-08T08:00:00Z,14406693,144467,0,19082
The Christmas Song (Chestnuts Roasting On An Open Fire) ft. Usher (Official Audio),2011-11-01T07:00:00Z,10656139,65315,0,3694
Justin Bieber - Home This Christmas (Audio) ft. The Band Perry,2011-11-01T07:00:00Z,5242140,39140,0,1897
Justin Bieber - Justin Bieber - Silent Night (Official Audio),2011-11-01T07:00:00Z,7770211,69148,0,6163
Justin Bieber - Fa La La ft. Boyz II Men (Official Audio) ft. Boyz II Men,2011-11-01T07:00:00Z,7533098,48231,0,3079
Justin Bieber - All I Want Is You (Audio),2011-11-01T07:00:00Z,9282130,69208,0,4225
All I Want For Christmas Is You ft. Mariah Carey (SuperFestive!) (Official Audio),2011-11-01T07:00:00Z,6215007,46094,0,3585
Justin Bieber - Christmas Eve (Audio),2011-11-01T07:00:00Z,11312628,102911,0,8209
Justin Bieber - Only Thing I Ever Get For Christmas (Audio),2011-11-01T07:00:00Z,11741898,68378,0,2962
Justin Bieber - Drummer Boy ft. Busta Rhymes (Official Audio),2011-11-01T07:00:00Z,23898476,179204,0,16277
Under The Mistletoe Webisode - Boyz 2 Men and Justin in the Studio (FALALA),2011-10-28T18:45:15Z,2282112,30701,0,3684
Under The Mistletoe Webisode - Usher and Justin in the Studio (The Christmas Song - Chestnuts),2011-10-21T23:24:01Z,2142993,29674,0,3249
Justin Bieber - Mistletoe (Official Music Video),2011-10-18T23:54:00Z,476364223,3346183,0,333561
Under The Mistletoe Webisode - MISTLETOE in the Studio,2011-10-16T16:04:50Z,2428383,39257,0,5916
Justin Bieber - Making Of The Video: Mistletoe (Behind The Scenes),2011-10-11T07:00:00Z,5966176,85710,0,10784
Look At me Now - Justin Bieber and Chris Brown - Sydney Australia Surprise,2011-04-30T21:48:31Z,13945870,129873,0,21205
Justin Bieber - That Should Be Me ft. Rascal Flatts,2011-03-11T02:40:33Z,126800129,1193415,0,71992
"Justin Bieber, Usher - Baby/Never Say Never/OMG ft. Jaden Smith (GRAMMYs on CBS)",2011-02-18T06:08:06Z,50184528,455013,0,20890
Everyone is going to see Justin Bieber: NEVER SAY NEVER 3D!!  MUST WATCH,2011-02-10T17:11:01Z,5433545,61561,0,10770
Justin Bieber - Never Say Never ft. Jaden Smith (From The Original Motion Picture),2011-02-05T06:24:39Z,20258493,224138,0,13949
Justin Bieber - VOTE for the BRITS!! Im COMING!!,2011-01-20T17:32:13Z,6754669,50033,0,17218
Justin Bieber NEVER SAY NEVER 3D Sneak Peek - Tickets,2011-01-13T23:29:16Z,3900280,36253,0,3053
Justin Bieber NEVER SAY NEVER 3D SNEAK PEEK - DRUMS,2011-01-05T19:38:00Z,3860904,27317,0,5011
My Youtube Contest Announcement,2010-12-07T21:51:36Z,2853607,21247,0,5671
Justin Bieber - Pray (Official Music Video),2010-11-30T17:41:45Z,134624812,1008664,0,151935
www.jb3dpreview.com - NEVER SAY NEVER 3D access to LIMITED EXCLUSIVE 1st SHOWING!!!,2010-11-28T22:32:14Z,2168189,27829,0,3776
Justin Bieber - 2010 Backstage Interview (American Music Awards),2010-11-25T03:58:19Z,1741070,26233,0,1372
OFFICIAL TRAILER for NEVER SAY NEVER - Coming Feb 11th Valentines Day Weekend,2010-10-26T17:44:40Z,5625611,53703,0,9785
Justin Bieber - U Smile,2010-09-28T23:39:23Z,182459455,1249147,0,85531
Justin Bieber - Love Me,2010-08-06T03:11:41Z,452496868,3770729,0,234315
Justin Bieber - Somebody To Love ft. Usher (Remix) (Behind the Scenes),2010-06-16T19:29:18Z,7439171,55538,0,2832
Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video),2010-06-16T19:01:19Z,501805496,2384711,0,209701
Behind the Scenes of SOMEBODY TO LOVE feat USHER,2010-06-11T23:56:55Z,4846526,29598,0,5264
Justin Bieber - Never Say Never ft. Jaden,2010-05-27T22:11:04Z,1131204959,7275599,0,484808
Behind the scenes of EENIE MEENIE - song on ITUNES NOW!!,2010-04-20T23:38:57Z,9608525,56463,0,4489
Justin Bieber Celebrity Playlist,2010-03-30T01:08:13Z,13116120,88536,0,22268
MY WORLD 2.0 is out in STORES...and I THANK U!!,2010-03-25T20:56:38Z,4263971,32693,0,0
Justin Bieber - Never Let You Go,2010-03-24T21:39:27Z,311499705,1500159,0,148568
U SMILE - behind the scenes rehearsal dedication,2010-03-17T20:28:23Z,2605074,27294,0,3863
NEVER LET YOU GO - Live (Studio Version On ITUNES NOW!!),2010-03-01T23:06:50Z,1245806,16196,0,1973
Justin Bieber - Baby ft. Ludacris,2010-02-19T08:16:34Z,2973330965,23842478,0,4812270
Behind the Scenes of BABY!!,2010-02-12T22:03:27Z,19532247,249063,0,17375
BABY...get the studio version featuring LUDACRIS on ITUNES NOW,2010-01-13T02:46:19Z,14076034,97633,0,0
"Justin Bieber singing for President Obama ""Someday at Christmas"" (FULL)",2009-12-23T21:38:47Z,9400717,102730,0,12752
Justin Bieber Vs Cobra Starship,2009-12-04T11:27:14Z,2172468,19294,0,2281
Justin Bieber - One Less Lonely Girl,2009-11-30T20:34:14Z,414813658,2213155,0,183073
Justin Bieber - One Time (Behind the Scenes),2009-11-30T03:55:09Z,29209870,148073,0,12045
So how did I fracture my Foot with Taylor Swift??,2009-11-25T15:20:10Z,10379953,66158,0,8116
Justin Bieber - One Time (Official Music Video),2009-11-24T22:21:26Z,745273546,4070554,0,410377
MY WORLD is in Stores and on ITUNES now. THank u!!,2009-11-17T08:02:19Z,1681760,16946,0,1839
JUSTIN BIEBER's 48 HRS with DIDDY!!,2009-11-09T20:59:26Z,3053576,18589,0,3243
ONE LESS LONELY GIRL Official Music Video,2009-10-13T17:39:04Z,11423383,38960,0,16792
"Justin Bieber ""One Less Lonely Girl"" Behind The Scenes!",2009-10-06T18:45:39Z,4517429,37597,0,2987
Justin Bieber - The Next Star Live TV Finale,2009-09-29T15:02:41Z,3433217,30117,0,4246
Justin Bieber at Much Music Part 2,2009-09-16T18:14:01Z,950432,10181,0,635
Justin at Nintendo World Store: NYC 9.1.09,2009-09-02T21:32:41Z,1468818,14052,0,1394
"Justin Bieber ""Favorite Girl"" Response",2009-08-20T19:54:07Z,20196395,149544,0,18482
Justin Visits London,2009-08-18T16:35:07Z,3868535,52972,0,4164
Tribute to MJ on the road,2009-08-12T16:22:25Z,3014057,38074,0,3967
Justin Bieber - Heartless / Successful,2009-08-04T16:01:23Z,10629973,56167,0,7633
JUSTIN BIEBER At Much Music,2009-07-14T16:05:15Z,1044009,11849,0,1132
"Official ""ONE TIME"" Contest Video!",2009-07-07T20:07:15Z,4426926,30089,0,3563
Justin Bieber ON ITUNES,2009-06-24T00:23:45Z,536386,11778,0,479
Justin Bieber Fans,2009-06-19T03:29:00Z,6155201,66167,0,0
Justin Bieber - ONE TIME Official Video,2009-06-13T16:12:28Z,22458961,78351,0,30337
"Justin Bieber ""One Time"" Behind The Scenes *Official",2009-06-08T19:28:12Z,2949448,9286,0,2920
Justin Bieber and Nick Cannon,2009-05-14T18:48:16Z,1035687,12610,0,549
Justin in the studio with Usher!!,2009-04-10T21:24:36Z,3317098,31134,0,1755
Justin singing Common Denominator - Justin Bieber Original,2008-11-17T22:23:01Z,6284161,98392,0,11334
Justin Drew Bieber and Wyclef Jean,2008-10-28T22:02:54Z,804177,11559,0,410
Justin singing You Got It Bad with B. Cox,2008-10-14T15:51:18Z,3077287,37681,0,0
"ORIGINAL song ""Where Are You Now"" by Justin Bieber",2008-07-19T21:30:59Z,2432703,40315,0,3446
Where has Justin Bieber been?,2008-06-07T18:44:05Z,683537,16152,0,747
Justin Drew Bieber - August Rush-style Guitar Playing,2008-04-13T14:20:01Z,6203722,81806,0,8988
just my channel icon,2008-03-22T20:20:10Z,853536,0,0,0
U Got it bad by Usher - Justin singing TO USHER,2008-03-15T17:01:39Z,15619143,145403,0,10528
Justin flirting with Esmée Denters - Justin Singing,2008-03-02T23:54:13Z,18872314,157442,0,0
Cry me a River - Justin Timberlake cover - Justin singing (Justin Bieber),2008-02-19T19:06:47Z,29861962,360646,0,0
With You - Chris Brown Cover - Justin singing,2008-02-11T04:43:43Z,62151058,795811,0,99438
Justin singing Someday at Christmas by Stevie Wonder - Final,2007-12-24T19:13:12Z,4305069,58614,0,5321
"Justin singing ""Set a Place at Your Table"", an Original",2007-12-11T08:13:40Z,2010280,40445,0,3625
Justin singing Someday at Christmas by Stevie Wonder - Rough,2007-11-13T06:26:48Z,454723,12475,0,622
Amazing Kids Jam Free Bird Pt 2 - Justin Bieber on drums,2007-10-14T06:39:15Z,684053,8919,0,524
Amazing Kids Jam Free Bird Pt 1--J.D./AlexTintinalli/Justin,2007-10-14T06:23:37Z,335119,9159,0,275
Justin singing Wait for You by Elliott Yamin,2007-09-04T03:46:29Z,6061215,71265,0,0
Justin singing DO YOU by Ne-yo - Request,2007-09-04T03:21:59Z,1427513,19082,0,960
Justin singing You and Me by Lifehouse,2007-08-14T22:50:20Z,3626147,27742,0,2624
Justin Bieber on the drums,2007-08-14T21:49:35Z,4718364,40424,0,5530
Justin Bieber playing the djembe,2007-07-20T05:51:06Z,664417,20573,0,763
Justin singing I'll Be by Edwin McCain,2007-06-06T04:35:51Z,4613991,97593,0,9160
Justin singing Because of You by Ne-yo,2007-04-25T18:28:16Z,17471335,147541,0,0
Justin singing in the bathroom - Back at One- Brian McKnight,2007-04-25T17:34:57Z,16612763,155119,0,19962
Justin singing Refine Me,2007-02-04T05:15:05Z,1369631,29968,0,2089
Justin playing Kate's song on the keyboards,2007-01-30T23:32:03Z,4081344,52300,0,3748
Justin Singing Rapping Basketball by Lil Bow Wow,2007-01-29T20:44:42Z,635521,13071,0,772
Justin singing so sick by Ne-yo Singing Contest,2007-01-29T20:02:58Z,3185951,68602,0,7361
Snippet of Justin on someones old Drums,2007-01-29T19:32:33Z,760020,22655,0,930
Justin singing Respect by Aretha Franklin,2007-01-29T18:52:59Z,3279572,39896,0,3502
Justin Singing Fallin by Alicia Keys,2007-01-29T18:21:46Z,8149423,70104,0,6257
Justin Singing Angel by Sarah Mclachlan,2007-01-20T08:18:14Z,983328,24953,0,1963
Justin singing Basketball by Lil Bow Wow,2007-01-20T07:56:19Z,998696,28937,0,2093
Justin Singing So Sick by Ne-yo,2007-01-20T07:41:13Z,10393788,229606,0,34847
