Title,Published_date,Views,Likes,Dislikes,Comments
The Weeknd - The Hills remix feat. Eminem ( A Virtual Reality Experience),2015-10-20T22:31:42Z,3890224,73174,0,2652
The Weeknd - The Hills ft. Nicki Minaj (Live on SNL),2015-10-11T16:02:07Z,3154866,44938,0,2754
The Weeknd - Can’t Feel My Face (Live On SNL),2015-10-11T13:30:01Z,602070,11775,0,933
The Weeknd - Tell Your Friends (Vevo Presents),2015-08-31T15:40:00Z,1884145,22109,0,803
The Weeknd - High For This (Vevo Presents),2015-08-31T15:40:00Z,2121901,25881,0,806
The Weeknd - House of Balloons / Glass Table Girls (Vevo Presents),2015-08-31T15:40:00Z,1825155,29839,0,1288
The Weeknd - The Hills (Vevo Presents),2015-08-31T15:40:00Z,4952935,54239,0,2394
The Weeknd - Can’t Feel My Face (Vevo Presents),2015-08-31T15:40:00Z,3603279,35970,0,1252
Beauty Behind The Madness,2015-08-30T03:33:30Z,318508,12479,0,652
The Weeknd - Tell Your Friends (Official Video),2015-08-24T16:00:02Z,79449731,573131,0,23331
Beauty Behind The Madness “The Leak” (Official),2015-08-21T20:37:02Z,2271336,17579,0,1538
The Weeknd - Can't Feel My Face (Official Video),2015-07-29T16:00:02Z,1339290661,6669366,0,191776
The Weeknd - Can’t Feel My Face (Official Audio),2015-06-08T20:00:01Z,139537523,744399,0,22181
The Weeknd - The Hills,2015-05-27T13:00:03Z,1990632357,12107681,0,309826
The Weeknd - Earned It (Fifty Shades Of Grey),2015-01-21T15:00:12Z,745112492,6192524,0,97093
The Weeknd - Earned It (from Fifty Shades Of Grey) (Official Lyric Video),2015-01-12T18:00:17Z,270265472,1645690,0,20291
"The Weeknd ""Earned It"" (Fifty Shades Of Grey) Official Lyric Video",2014-12-23T05:42:27Z,52258825,352466,0,4430
The Weeknd - King Of The Fall (Official Video),2014-08-28T22:30:01Z,88684386,596015,0,23758
The Weeknd - Often (NSFW) (Official Video),2014-08-21T20:25:01Z,508476909,2754889,0,63667
The Weeknd Backstage Warmups,2014-04-29T01:43:28Z,4041831,73036,0,4298
The Weeknd x Paris,2014-04-26T18:53:04Z,344645,4667,0,242
"Drake and The Weeknd ""Would You Like A Tour"" OVO & XO",2014-03-30T22:26:05Z,475891,8706,0,401
The Weeknd - Pretty (Explicit) (Official Video),2013-09-20T15:40:01Z,10896747,161682,0,10530
Kiss Land - Melrose Ave. Los Angeles,2013-09-17T21:44:53Z,191770,4136,0,203
The Restaurant,2013-09-15T22:50:48Z,197614,4060,0,211
The Flower Shop,2013-09-14T17:12:25Z,251125,6633,0,277
The Airport,2013-09-14T00:55:13Z,312742,7964,0,528
The Weeknd - Live For ft. Drake (Explicit) (Official Video),2013-09-12T22:00:36Z,36063670,207134,0,6366
The Weeknd - Live For feat. Drake (Official Video),2013-09-11T19:50:12Z,2828601,25609,0,1488
The Fall Tour - 1st Show,2013-09-09T19:25:55Z,118765,3245,0,316
"Kiss Land - Wicker Park, Chicago",2013-09-08T19:00:33Z,134985,4985,0,270
Kiss Land Fall Tour 2013,2013-09-07T02:12:12Z,138565,4582,0,314
Roman Polanski,2013-08-31T03:55:06Z,311730,6084,0,567
The Weeknd - Love In The Sky,2013-07-31T00:59:44Z,2425217,40595,0,2584
The Weeknd - Belong To The World (Official Video),2013-07-16T10:00:20Z,23606565,140065,0,9172
The Weeknd - Kiss Land (Official Video),2013-06-25T16:41:51Z,4492248,61982,0,3875
The Weeknd - Kiss Land,2013-05-16T23:50:56Z,10996370,75711,0,8042
John Carpenter,2013-05-13T21:59:51Z,417523,7846,0,781
The Weeknd - Twenty Eight (Explicit) (Official Video),2013-02-13T16:55:08Z,14928563,220953,0,13016
The Weeknd - The Zone ft. Drake (Official Video),2012-11-09T03:00:40Z,81183817,392948,0,15113
The Weeknd - The Zone feat. Drake (Official Video),2012-11-08T06:50:10Z,6004559,36669,0,3122
The Weeknd Trilogy - November 13,2012-10-29T18:39:58Z,613282,7607,0,842
The Weeknd Trilogy - November 13,2012-10-22T22:28:28Z,626673,7870,0,1071
The Weeknd - Wicked Games (Official Video - Explicit),2012-10-18T16:00:25Z,245085505,1580337,0,50487
The Weeknd Trilogy - November 13,2012-10-09T23:35:29Z,661296,10089,0,1548
The Weeknd - Rolling Stone (Explicit) (Official Video),2012-10-03T07:00:17Z,52747627,324969,0,14528
The Weeknd x Flying Lotus @ XOYO,2012-07-09T12:12:10Z,223423,2680,0,203
The Weeknd x Club Paradise,2012-05-10T06:29:05Z,515661,6959,0,881
The Weeknd - The Knowing (Official Video),2012-02-24T09:13:18Z,9199116,87126,0,7517
The Weeknd - Echoes Of Silence,2012-01-18T02:41:54Z,6424163,55372,0,3014
The Weeknd - Next,2012-01-12T01:44:36Z,36406104,204407,0,7263
The Weeknd - The Fall,2012-01-09T06:44:46Z,7106070,43753,0,2729
The Weeknd - Same Old Song,2012-01-06T06:56:05Z,12703377,95740,0,4250
The Weeknd - Initiation,2012-01-03T01:45:08Z,8003746,62734,0,4099
The Weeknd - XO / The Host,2011-12-31T07:26:39Z,9762645,65577,0,3940
The Weeknd - Outside,2011-12-28T04:32:01Z,12405089,69195,0,3595
The Weeknd - Montreal,2011-12-25T07:39:38Z,14039711,93724,0,5251
The Weeknd - D.D.,2011-12-22T22:35:25Z,8696625,89573,0,4901
The Weeknd - The Zone (feat. Drake),2011-08-20T22:15:45Z,28607651,135214,0,7836
The Weeknd - Gone,2011-08-20T04:26:03Z,13322163,77585,0,4510
The Weeknd - Heaven Or Las Vegas,2011-08-19T23:58:07Z,2647793,18361,0,1521
The Weeknd - The Birds (Part 2),2011-08-19T21:26:14Z,10501029,64673,0,4369
The Weeknd - Thursday,2011-08-19T20:27:24Z,8868280,46455,0,3644
The Weeknd - Life Of The Party,2011-08-19T18:24:56Z,4205569,26342,0,1587
The Weeknd - Lonely Star,2011-08-19T15:07:21Z,10301618,58297,0,3691
The Weeknd - Trust Issues (Remix),2011-06-25T04:20:13Z,39243473,419208,0,11027
The Weeknd - The Birds (Part 1),2011-06-16T01:47:59Z,13480622,83656,0,3887
The Weeknd - Rolling Stone,2011-05-25T21:02:36Z,8282333,53903,0,3413
The Weeknd - Coming Down,2011-03-24T03:13:31Z,16477738,116310,0,5408
The Weeknd - The Party & The After Party,2011-03-21T03:45:39Z,21275761,112668,0,6940
The Weeknd - Loft Music,2011-03-21T02:43:11Z,19008948,108705,0,5700
The Weeknd - The Knowing,2011-03-21T01:51:55Z,11626245,69962,0,5045
The Weeknd - The Morning,2011-03-21T01:50:27Z,57955950,351785,0,12414
The Weeknd - House Of Balloons / Glass Table Girls,2011-03-21T01:39:53Z,30581582,230056,0,11372
The Weeknd - High For This,2011-03-20T23:55:11Z,75700929,455506,0,15963
The Weeknd - Wicked Games,2011-03-05T20:20:13Z,90110574,487886,0,16236
The Weeknd - What You Need,2011-02-25T02:57:36Z,39689745,278205,0,10993
